id,make,model,displ,cyl,trans,drive,fuel,salesArea,stnd,stnd_description,underhood_id,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,comb_co2
535,GMC,Cab Chassis 35,6.6,8,Auto-6,4WD,Diesel,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
536,GMC,Cab Chassis 35,6.6,8,Auto-6,4WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
537,GMC,Cab Chassis 35,6.6,8,Auto-6,2WD,Diesel,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
538,GMC,Cab Chassis 35,6.6,8,Auto-6,2WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
539,GMC,Savana 2500,6,8,Auto-6,2WD,Ethanol/Gas,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0396,van,2,N/A,N/A,N/A,10,No,N/A
540,GMC,Savana 2500,6,8,Auto-6,2WD,Ethanol/Gas,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0396,van,2,N/A,N/A,N/A,10,No,N/A
541,GMC,Savana 2500,6,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,N/A,N/A,N/A,10,No,N/A
542,GMC,Savana 2500,6,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,N/A,N/A,N/A,10,No,N/A
543,GMC,Savana 3500,6,8,Auto-6,2WD,Ethanol/Gas,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0396,van,2,N/A,N/A,N/A,10,No,N/A
544,GMC,Savana 3500,6,8,Auto-6,2WD,Ethanol/Gas,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0396,van,2,N/A,N/A,N/A,10,No,N/A
545,GMC,Savana 3500,6,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,N/A,N/A,N/A,10,No,N/A
546,GMC,Savana 3500,6,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,N/A,N/A,N/A,10,No,N/A
547,GMC,Sierra 15,5.3,8,Auto-6,4WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,pickup,6,16-Dec,16/22,13/18,4,No,470/490
548,GMC,Sierra 15,5.3,8,Auto-6,2WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,pickup,6,16-Dec,17/23,14/19,4,No,458/478
549,GMC,Sierra 25,6,8,Auto-6,4WD,Ethanol/Gas,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
550,GMC,Sierra 25,6,8,Auto-6,4WD,Ethanol/Gas,CA,L3LEV395,California LEV-III LEV395,FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
551,GMC,Sierra 25,6,8,Auto-6,2WD,Ethanol/Gas,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
552,GMC,Sierra 25,6,8,Auto-6,2WD,Ethanol/Gas,CA,L3LEV395,California LEV-III LEV395,FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
553,GMC,Sierra 25,6.6,8,Auto-6,4WD,Diesel,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.6355,pickup,1,N/A,N/A,N/A,10,No,N/A
554,GMC,Sierra 25,6.6,8,Auto-6,4WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6355,pickup,2,N/A,N/A,N/A,10,No,N/A
555,GMC,Sierra 25,6.6,8,Auto-6,2WD,Diesel,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.6355,pickup,1,N/A,N/A,N/A,10,No,N/A
556,GMC,Sierra 25,6.6,8,Auto-6,2WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6355,pickup,2,N/A,N/A,N/A,10,No,N/A
557,GMC,Sierra 35,6,8,Auto-6,4WD,Ethanol/Gas,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
558,GMC,Sierra 35,6,8,Auto-6,4WD,Ethanol/Gas,CA,L3LEV395,California LEV-III LEV395,FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
559,GMC,Sierra 35,6,8,Auto-6,4WD,Ethanol/Gas,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.0399,pickup,1,N/A,N/A,N/A,10,No,N/A
560,GMC,Sierra 35,6,8,Auto-6,4WD,Ethanol/Gas,CA,L3LEV630,California LEV-III LEV630,FGMXD06.0399,pickup,1,N/A,N/A,N/A,10,No,N/A
561,GMC,Sierra 35,6,8,Auto-6,2WD,Ethanol/Gas,FA,HDV1,HDV1 (Federal HD chassis Class 2b GVW 8501-10000),FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
562,GMC,Sierra 35,6,8,Auto-6,2WD,Ethanol/Gas,CA,L3LEV395,California LEV-III LEV395,FGMXD06.0397,pickup,1,N/A,N/A,N/A,10,No,N/A
563,GMC,Sierra 35,6,8,Auto-6,2WD,Ethanol/Gas,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.0399,pickup,1,N/A,N/A,N/A,10,No,N/A
564,GMC,Sierra 35,6,8,Auto-6,2WD,Ethanol/Gas,CA,L3LEV630,California LEV-III LEV630,FGMXD06.0399,pickup,1,N/A,N/A,N/A,10,No,N/A
565,GMC,Sierra 35,6.6,8,Auto-6,4WD,Diesel,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
566,GMC,Sierra 35,6.6,8,Auto-6,4WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
567,GMC,Sierra 35,6.6,8,Auto-6,2WD,Diesel,FA,HDV2,HDV2 (Federal HD chassis Class 3 GVW 10001-14000),FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
568,GMC,Sierra 35,6.6,8,Auto-6,2WD,Diesel,CA,U2,California LEV-II ULEV,FGMXD06.6365,pickup,1,N/A,N/A,N/A,10,No,N/A
569,GMC,Terrain,2.4,4,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ02.4199,small SUV,6,20,29,23,5,No,379
570,GMC,Terrain,2.4,4,Auto-6,4WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FGMXJ02.5150,small SUV,7,20,29,23,5,No,379
571,GMC,Terrain,2.4,4,Auto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FGMXJ02.5150,small SUV,8,20,29,23,5,No,379
572,GMC,Terrain,2.4,4,Auto-6,2WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT02.4151,small SUV,6,15/22,22/32,18/26,6,No,355/344
573,GMC,Terrain,2.4,4,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ02.4199,small SUV,6,22,32,26,6,No,344
574,GMC,Terrain,2.4,4,Auto-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FGMXJ02.5150,small SUV,7,22,32,26,6,No,344
575,GMC,Terrain,2.4,4,Auto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FGMXJ02.5150,small SUV,8,22,32,26,6,No,344
576,GMC,Terrain,3.6,6,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ03.6165,small SUV,6,16,23,19,4,No,468
577,GMC,Terrain,3.6,6,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ03.6165,small SUV,6,17,24,20,5,No,444
578,GMC,Yukon 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,standard SUV,6,16-Nov,16/22,13/18,4,No,482/498
579,GMC,Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,22,18,4,No,498
580,GMC,Yukon 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,standard SUV,6,16-Dec,17/23,14/18,4,No,461/481
581,GMC,Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,23,18,4,No,481
582,GMC,Yukon 1500,6.2,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,14,21,16,3,No,555
583,GMC,Yukon 1500,6.2,8,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,21,17,4,No,527
584,GMC,Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,standard SUV,6,16-Dec,17/23,14/18,4,No,461/481
585,GMC,Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,23,18,4,No,481
586,GMC,Yukon 1500 XL,6.2,8,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,21,17,4,No,527
587,GMC,Yukon XL 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FC,B4,Federal Tier 2 Bin 4,FGMXT05.3382,standard SUV,6,15-Nov,15/22,18-Dec,4,No,511/503
588,GMC,Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,22,18,4,No,503
589,GMC,Yukon XL 1500,6.2,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,14,20,16,3,No,548
590,HONDA,Fit,1.5,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.51H2,station wagon,5,33,41,36,8,Yes,247
591,HONDA,Fit,1.5,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,FHNXV01.51H2,station wagon,6,33,41,36,8,Yes,247
592,HONDA,Fit,1.5,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.51H2,station wagon,5,29,37,32,8,Yes,277
593,HONDA,Fit,1.5,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,FHNXV01.51H2,station wagon,6,29,37,32,8,Yes,277
594,HONDA,Fit,1.5,4,SCV-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV01.51H2,station wagon,5,32,38,35,8,Yes,256
595,HONDA,Fit,1.5,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,FHNXV01.51H2,station wagon,6,32,38,35,8,Yes,256
596,HONDA,Pilot,3.5,6,Auto-5,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV03.5GA3,small SUV,5,17,24,20,5,No,446
597,HONDA,Pilot,3.5,6,Auto-5,4WD,Gasoline,CA,U2,California LEV-II ULEV,FHNXV03.5GA3,small SUV,6,17,24,20,5,No,446
598,HONDA,Pilot,3.5,6,Auto-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV03.5GA3,small SUV,5,18,25,21,5,No,432
599,HONDA,Pilot,3.5,6,Auto-5,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHNXV03.5GA3,small SUV,6,18,25,21,5,No,432
600,HYUNDAI,Elantra,1.8,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.81DE,midsize car,5,27,37,31,8,Yes,286
601,HYUNDAI,Elantra,1.8,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV01.81DE,midsize car,6,27,37,31,8,Yes,286
602,HYUNDAI,Elantra,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.81DE,midsize car,5,28,38,32,8,Yes,281
603,HYUNDAI,Elantra,1.8,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV01.81DE,midsize car,6,28,38,32,8,Yes,281
604,HYUNDAI,Elantra,2,4,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,midsize car,5,24,34,28,7,No,319
605,HYUNDAI,Elantra,2,4,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,midsize car,6,24,34,28,7,Yes,319
606,HYUNDAI,Elantra,2,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FKMXV02.0DFE,midsize car,5,24,35,28,7,No,314
607,HYUNDAI,Elantra,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FKMXV02.0DFE,midsize car,6,24,35,28,7,Yes,314
608,HYUNDAI,Elantra,2,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,FKMXV02.0EFP,midsize car,9,24,35,28,7,Yes,314
609,HYUNDAI,Elantra Limited,1.8,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV01.81DE,midsize car,5,27,37,31,8,Yes,290
610,HYUNDAI,Elantra Limited,1.8,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV01.81DE,midsize car,6,27,37,31,8,Yes,290
611,HYUNDAI,Elantra Limited,1.8,4,SemiAuto-6,2WD,Gasoline,CA,PZEV,California PZEV,FHYXV01.82DP,midsize car,9,27,37,31,8,Yes,290
612,HYUNDAI,Equus,5,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV05.01SE,large car,5,15,23,18,4,No,502
613,HYUNDAI,Equus,5,8,Auto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV05.01SE,large car,6,15,23,18,4,No,502
614,HYUNDAI,Genesis,3.8,6,Auto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81PE,large car,5,16,25,19,4,No,459
615,HYUNDAI,Genesis,3.8,6,Auto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV03.81PE,large car,6,16,25,19,4,No,459
616,HYUNDAI,Genesis,3.8,6,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81PE,large car,5,18,29,22,5,No,409
617,HYUNDAI,Genesis,3.8,6,Auto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV03.81PE,large car,6,18,29,22,5,No,409
618,HYUNDAI,Genesis,5,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV05.01RE,large car,5,15,23,18,4,No,503
619,HYUNDAI,Genesis,5,8,Auto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV05.01RE,large car,6,15,23,18,4,No,503
620,HYUNDAI,Genesis Coupe,3.8,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81NE,small car,5,16,24,19,4,No,460
621,HYUNDAI,Genesis Coupe,3.8,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV03.81NE,small car,6,16,24,19,4,No,460
622,HYUNDAI,Genesis Coupe,3.8,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV03.81NE,small car,5,16,25,19,4,No,458
623,HYUNDAI,Genesis Coupe,3.8,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXV03.81NE,small car,6,16,25,19,4,No,458
624,HYUNDAI,Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.41JE,large car,5,25,37,29,7,No,308
625,HYUNDAI,Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,FHYXV02.41JE,large car,7,25,37,29,7,Yes,308
626,HYUNDAI,Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FHYXV02.42JP,large car,8,25,37,29,7,Yes,308
627,HYUNDAI,Sonata Hybrid,2.4,4,AutoMan-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHYXV02.4AKN,midsize car,9,36,40,38,9,Yes,237
628,HYUNDAI,Sonata Hybrid,2.4,4,AutoMan-6,2WD,Gasoline,CA,PZEV,California PZEV,FHYXV02.4AKN,midsize car,9,36,40,38,9,Yes,237
629,HYUNDAI,Sonata Hybrid Limited,2.4,4,AutoMan-6,2WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FHYXV02.4AKN,midsize car,9,36,40,37,9,Yes,239
630,HYUNDAI,Sonata Hybrid Limited,2.4,4,AutoMan-6,2WD,Gasoline,CA,PZEV,California PZEV,FHYXV02.4AKN,midsize car,9,36,40,37,9,Yes,239
631,HYUNDAI,Sonata Sport/Limited,2.4,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXV02.41JE,large car,5,24,35,28,7,No,323
632,HYUNDAI,Sonata Sport/Limited,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,FHYXV02.41JE,large car,7,24,35,28,7,Yes,323
633,HYUNDAI,Sonata Sport/Limited,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FHYXV02.42JP,large car,8,24,35,28,7,Yes,323
634,HYUNDAI,Tuscon,2,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXT02.01TE,small SUV,5,21,25,23,5,No,393
635,HYUNDAI,Tuscon,2,4,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXT02.01TE,small SUV,6,21,25,23,5,No,393
636,HYUNDAI,Tuscon,2,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXT02.01TE,small SUV,5,23,29,25,6,No,348
637,HYUNDAI,Tuscon,2,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXT02.01TE,small SUV,6,23,29,25,6,No,348
638,HYUNDAI,Tuscon,2.4,4,Auto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXT02.41UE,small SUV,5,20,25,22,5,No,401
639,HYUNDAI,Tuscon,2.4,4,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXT02.41UE,small SUV,6,20,25,22,5,No,401
640,HYUNDAI,Tuscon,2.4,4,Auto-6,4WD,Gasoline,CA,PZEV,California PZEV,FHYXT02.42UP,small SUV,9,20,25,22,5,No,401
641,HYUNDAI,Tuscon,2.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHYXT02.41UE,small SUV,5,21,28,24,6,No,373
642,HYUNDAI,Tuscon,2.4,4,Auto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,FHYXT02.41UE,small SUV,6,21,28,24,6,No,373
643,HYUNDAI,Tuscon Fuel Cell,9.9,18,Auto-1,2WD,Hydrogen,FA,B1,Federal Tier 2 Bin 1,FHYXV00.01YW,small SUV,10,49,51,50,10,Elite,0
644,HYUNDAI,Tuscon Fuel Cell,9.9,18,Auto-1,2WD,Hydrogen,CA,ZEV,California ZEV,FHYXV00.01YW,small SUV,10,49,51,50,10,Elite,0
645,INFINITI,QX50,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAB,station wagon,5,17,24,20,5,No,447
646,INFINITI,QX50,3.7,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,FNSXV03.7GAB,station wagon,6,17,24,20,5,No,447
647,INFINITI,QX50,3.7,6,SemiAuto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXV03.7GAB,station wagon,5,17,25,20,5,No,445
648,INFINITI,QX50,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FNSXV03.7GAB,station wagon,6,17,25,20,5,No,445
649,INFINITI,QX70,3.7,6,SemiAuto-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT03.7GAA,small SUV,5,16,22,18,4,No,486
650,INFINITI,QX70,3.7,6,SemiAuto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,FNSXT03.7GAA,small SUV,6,16,22,18,4,No,486
651,INFINITI,QX70,3.7,6,SemiAuto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT03.7GAA,small SUV,5,17,24,19,4,No,457
652,INFINITI,QX70,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,FNSXT03.7GAA,small SUV,6,17,24,19,4,No,457
653,JAGUAR,F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,20,28,23,5,No,389
654,JAGUAR,F-Type Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,small car,6,20,28,23,5,No,389
655,JAGUAR,F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,20,28,23,5,No,389
656,JAGUAR,F-Type Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,small car,6,20,28,23,5,No,389
657,JAGUAR,F-Type R Coupe,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,small car,5,16,23,18,4,No,487
658,JAGUAR,F-Type R Coupe,5,8,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0FAM,small car,6,16,23,18,4,No,487
659,JAGUAR,F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,19,27,22,5,No,403
660,JAGUAR,F-Type S Convertible,3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,small car,6,19,27,22,5,No,403
661,JAGUAR,F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,small car,5,19,27,22,5,No,403
662,JAGUAR,F-Type S Coupe,3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,small car,6,19,27,22,5,No,403
663,JAGUAR,F-Type V8 S Convertible,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,small car,5,16,23,18,4,No,487
664,JAGUAR,F-Type V8 S Convertible,5,8,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0FAM,small car,6,16,23,18,4,No,487
665,JAGUAR,XF,2,4,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV02.0FTN,midsize car,5,19,30,23,5,No,387
666,JAGUAR,XF,2,4,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV02.0FTN,midsize car,6,19,30,23,5,No,387
667,JAGUAR,XF,3,6,SemiAuto-8,4WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FJLXV03.0FSP,midsize car,7,17,27,20,5,No,437
668,JAGUAR,XF,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,FJLXV03.0FSP,midsize car,8,17,27,20,5,No,437
669,JAGUAR,XF,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,midsize car,5,15,23,18,4,No,500
670,JAGUAR,XF,5,8,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0FAM,midsize car,6,15,23,18,4,No,500
671,JAGUAR,XF FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAF,midsize car,5,15-Nov,17/23,13/18,4,No,487/500
672,JAGUAR,XF FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,FJLXV05.0FAF,midsize car,6,15-Nov,17/23,13/18,4,No,487/500
673,JAGUAR,XJ,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,large car,5,16,24,19,4,No,468
674,JAGUAR,XJ,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,large car,6,16,24,19,4,No,468
675,JAGUAR,XJ,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,large car,5,15,23,18,4,No,504
676,JAGUAR,XJ,5,8,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0FAM,large car,6,15,23,18,4,No,504
677,JAGUAR,XJ FFV,3,6,SemiAuto-8,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSF,large car,5,18-Dec,19/27,14/21,5,No,442/421
678,JAGUAR,XJ FFV,3,6,SemiAuto-8,2WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,FJLXV03.0FSF,large car,6,18-Dec,19/27,14/21,5,No,442/421
679,JAGUAR,XJ FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAF,large car,5,15-Nov,17/23,13/18,4,No,471/504
680,JAGUAR,XJ FFV,5,8,SemiAuto-8,2WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,FJLXV05.0FAF,large car,6,15-Nov,17/23,13/18,4,No,471/504
681,JAGUAR,XJL,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSM,large car,5,16,24,19,4,No,471
682,JAGUAR,XJL,3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV03.0FSM,large car,6,16,24,19,4,No,471
683,JAGUAR,XJL,5,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FJLXV05.0FAM,large car,5,15,23,18,4,No,504
684,JAGUAR,XJL,5,8,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,FJLXV05.0FAM,large car,6,15,23,18,4,No,504
685,JAGUAR,XJL FFV,3,6,SemiAuto-8,2WD,Ethanol/Gas,FA,B5,Federal Tier 2 Bin 5,FJLXV03.0FSF,large car,5,17-Nov,19/27,14/20,5,No,452/442
686,JAGUAR,XJL FFV,3,6,SemiAuto-8,2WD,Ethanol/Gas,CA,U2,California LEV-II ULEV,FJLXV03.0FSF,large car,6,17-Nov,19/27,14/20,5,No,452/442
